#Release 13.4 - par O.87xd (lin64)
#Copyright (c) 1995-2011 Xilinx, Inc.  All rights reserved.

#Sat Nov  8 15:27:08 2014

#
## NOTE: This file is designed to be imported into a spreadsheet program
# such as Microsoft Excel for viewing, printing and sorting. The |
# character is used as the data field separator. This file is also designed
# to support parsing.
#
#INPUT FILE:       scanner_wrapper_map.ncd
#OUTPUT FILE:      scanner_wrapper_pad.csv
#PART TYPE:        xc5vtx240t
#SPEED GRADE:      -2
#PACKAGE:          ff1759
#
# Pinout by Pin Number:
# 
# -----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,
Pin Number,Signal Name,Pin Usage,Pin Name,Direction,IO Standard,IO Bank Number,Drive (mA),Slew Rate,Termination,IOB Delay,Voltage,Constraint,IO Register,Signal Integrity,
H16,dpt_data_scn<132>,IOB,IO_L18P_5,INPUT,LVCMOS25*,5,,,,NONE,,UNLOCATED,NO,NONE,
H17,,,VCCO_5,,,5,,,,,2.50,,,,
H18,dpt_data_scn<121>,IOB,IO_L12N_VRP_5,INPUT,LVCMOS25*,5,,,,NONE,,UNLOCATED,NO,NONE,
H19,dpt_data_scn<103>,IOB,IO_L3N_5,INPUT,LVCMOS25*,5,,,,NONE,,UNLOCATED,NO,NONE,
H20,dpt_data_scn<102>,IOB,IO_L3P_5,INPUT,LVCMOS25*,5,,,,NONE,,UNLOCATED,NO,NONE,
H21,dpt_data_scn<197>,IOB,IO_L10N_CC_7,INPUT,LVCMOS25*,7,,,,NONE,,UNLOCATED,NO,NONE,
H22,,,GND,,,,,,,,,,,,
H23,dpt_data_scn<104>,IOB,IO_L4P_5,INPUT,LVCMOS25*,5,,,,NONE,,UNLOCATED,NO,NONE,
H24,dpt_data_scn<105>,IOB,IO_L4N_VREF_5,INPUT,LVCMOS25*,5,,,,NONE,,UNLOCATED,NO,NONE,
H25,dpt_data_scn<109>,IOB,IO_L6N_5,INPUT,LVCMOS25*,5,,,,NONE,,UNLOCATED,NO,NONE,
H26,dpt_data_scn<127>,IOB,IO_L15N_5,INPUT,LVCMOS25*,5,,,,NONE,,UNLOCATED,NO,NONE,
H27,,,VCCO_5,,,5,,,,,2.50,,,,
H28,dpt_data_scn<130>,IOB,IO_L17P_5,INPUT,LVCMOS25*,5,,,,NONE,,UNLOCATED,NO,NONE,
H29,dpt_data_scn<173>,IOB,IO_L18N_27,INPUT,LVCMOS25*,27,,,,NONE,,UNLOCATED,NO,NONE,
H30,dpt_data_scn<157>,IOB,IO_L10N_CC_27,INPUT,LVCMOS25*,27,,,,NONE,,UNLOCATED,NO,NONE,
H31,dpt_data_scn<150>,IOB,IO_L7P_27,INPUT,LVCMOS25*,27,,,,NONE,,UNLOCATED,NO,NONE,
H32,,,GND,,,,,,,,,,,,
H33,dpt_data_scn<139>,IOB,IO_L1N_27,INPUT,LVCMOS25*,27,,,,NONE,,UNLOCATED,NO,NONE,
H34,dpt_data_scn<42>,IOB,IO_L0N_23,INPUT,LVCMOS25*,23,,,,NONE,,UNLOCATED,NO,NONE,
H35,dpt_data_scn<20>,IOB,IO_L2P_23,INPUT,LVCMOS25*,23,,,,NONE,,UNLOCATED,NO,NONE,
H36,dpt_data_scn<50>,IOB,IO_L2N_23,INPUT,LVCMOS25*,23,,,,NONE,,UNLOCATED,NO,NONE,
H37,,,VCCO_23,,,23,,,,,2.50,,,,
H38,dpt_data_scn<25>,IOB,IO_L4N_VREF_23,INPUT,LVCMOS25*,23,,,,NONE,,UNLOCATED,NO,NONE,
H39,,,GND,,,,,,,,,,,,
H40,,,MGTAVCCPLL_119,,,,,,,,,,,,
H41,,OPAD,MGTTXN1_119,UNUSED,,,,,,,,,,,
H42,,IPAD,MGTRXP1_119,UNUSED,,,,,,,,,,,
J1,,,GND,,,,,,,,,,,,
J2,,OPAD,MGTTXP1_120,UNUSED,,,,,,,,,,,
J3,,,MGTAVTTTX_120,,,,,,,,,,,,
J4,,,GND,,,,,,,,,,,,
J5,dpt_data_scn<89>,IOB,IO_L14N_VREF_24,INPUT,LVCMOS25*,24,,,,NONE,,UNLOCATED,NO,NONE,
J6,dpt_data_scn<91>,IOB,IO_L14P_24,INPUT,LVCMOS25*,24,,,,NONE,,UNLOCATED,NO,NONE,
J7,dpt_data_scn<92>,IOB,IO_L18P_24,INPUT,LVCMOS25*,24,,,,NONE,,UNLOCATED,NO,NONE,
J8,dpt_data_scn<74>,IOB,IO_L9P_CC_24,INPUT,LVCMOS25*,24,,,,NONE,,UNLOCATED,NO,NONE,
J9,,,GND,,,,,,,,,,,,
J10,dpt_data_scn<226>,IOB,IO_L5P_28,INPUT,LVCMOS25*,28,,,,NONE,,UNLOCATED,NO,NONE,
J11,dpt_data_scn<218>,IOB,IO_L1P_28,INPUT,LVCMOS25*,28,,,,NONE,,UNLOCATED,NO,NONE,
J12,dpt_data_scn<233>,IOB,IO_L8N_CC_28,INPUT,LVCMOS25*,28,,,,NONE,,UNLOCATED,NO,NONE,
J13,dpt_data_scn<229>,IOB,IO_L6N_28,INPUT,LVCMOS25*,28,,,,NONE,,UNLOCATED,NO,NONE,
J14,,,VCCO_3,,,3,,,,,2.50,,,,
J15,dpt_data_scn<15>,IOB,IO_L2P_GC_VRN_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
J16,dpt_data_scn<5>,IOB,IO_L2N_GC_VRP_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
J17,dpt_data_scn<114>,IOB,IO_L9P_CC_5,INPUT,LVCMOS25*,5,,,,NONE,,UNLOCATED,NO,NONE,
J18,dpt_data_scn<120>,IOB,IO_L12P_VRN_5,INPUT,LVCMOS25*,5,,,,NONE,,UNLOCATED,NO,NONE,
J19,,,GND,,,,,,,,,,,,
J20,dpt_data_scn<196>,IOB,IO_L10P_CC_7,INPUT,LVCMOS25*,7,,,,NONE,,UNLOCATED,NO,NONE,
J21,dpt_data_scn<177>,IOB,IO_L0N_7,INPUT,LVCMOS25*,7,,,,NONE,,UNLOCATED,NO,NONE,
J22,dpt_data_scn<176>,IOB,IO_L0P_7,INPUT,LVCMOS25*,7,,,,NONE,,UNLOCATED,NO,NONE,
J23,dpt_data_scn<97>,IOB,IO_L0N_5,INPUT,LVCMOS25*,5,,,,NONE,,UNLOCATED,NO,NONE,
J24,,,VCCO_5,,,5,,,,,2.50,,,,
J25,dpt_data_scn<119>,IOB,IO_L11N_CC_5,INPUT,LVCMOS25*,5,,,,NONE,,UNLOCATED,NO,NONE,
J26,dpt_data_scn<126>,IOB,IO_L15P_5,INPUT,LVCMOS25*,5,,,,NONE,,UNLOCATED,NO,NONE,
J27,dpt_data_scn<135>,IOB,IO_L19N_5,INPUT,LVCMOS25*,5,,,,NONE,,UNLOCATED,NO,NONE,
J28,dpt_data_scn<134>,IOB,IO_L19P_5,INPUT,LVCMOS25*,5,,,,NONE,,UNLOCATED,NO,NONE,
J29,,,GND,,,,,,,,,,,,
J30,dpt_data_scn<156>,IOB,IO_L10P_CC_27,INPUT,LVCMOS25*,27,,,,NONE,,UNLOCATED,NO,NONE,
J31,dpt_data_scn<151>,IOB,IO_L7N_27,INPUT,LVCMOS25*,27,,,,NONE,,UNLOCATED,NO,NONE,
J32,dpt_data_scn<138>,IOB,IO_L1P_27,INPUT,LVCMOS25*,27,,,,NONE,,UNLOCATED,NO,NONE,
J33,dpt_data_scn<16>,IOB,IO_L0P_23,INPUT,LVCMOS25*,23,,,,NONE,,UNLOCATED,NO,NONE,
J34,,,VCCO_23,,,23,,,,,2.50,,,,
J35,dpt_data_scn<21>,IOB,IO_L15N_23,INPUT,LVCMOS25*,23,,,,NONE,,UNLOCATED,NO,NONE,
J36,dpt_data_scn<46>,IOB,IO_L15P_23,INPUT,LVCMOS25*,23,,,,NONE,,UNLOCATED,NO,NONE,
J37,dpt_data_scn<32>,IOB,IO_L8P_CC_23,INPUT,LVCMOS25*,23,,,,NONE,,UNLOCATED,NO,NONE,
J38,dpt_data_scn<33>,IOB,IO_L8N_CC_23,INPUT,LVCMOS25*,23,,,,NONE,,UNLOCATED,NO,NONE,
J39,,,GND,,,,,,,,,,,,
J40,,,MGTAVTTTX_119,,,,,,,,,,,,
J41,,OPAD,MGTTXP1_119,UNUSED,,,,,,,,,,,
J42,,,GND,,,,,,,,,,,,
K1,,,GND,,,,,,,,,,,,
K2,,OPAD,MGTTXP0_116,UNUSED,,,,,,,,,,,
K3,,,GND,,,,,,,,,,,,
K4,,,GND,,,,,,,,,,,,
K5,dpt_data_scn<65>,IOB,IO_L4N_VREF_24,INPUT,LVCMOS25*,24,,,,NONE,,UNLOCATED,NO,NONE,
K6,,,GND,,,,,,,,,,,,
K7,dpt_data_scn<94>,IOB,IO_L19P_24,INPUT,LVCMOS25*,24,,,,NONE,,UNLOCATED,NO,NONE,
K8,dpt_data_scn<93>,IOB,IO_L18N_24,INPUT,LVCMOS25*,24,,,,NONE,,UNLOCATED,NO,NONE,
K9,dpt_data_scn<80>,IOB,IO_L12P_VRN_24,INPUT,LVCMOS25*,24,,,,NONE,,UNLOCATED,NO,NONE,
K10,dpt_data_scn<227>,IOB,IO_L5N_28,INPUT,LVCMOS25*,28,,,,NONE,,UNLOCATED,NO,NONE,
K11,,,VCCO_28,,,28,,,,,2.50,,,,
K12,dpt_data_scn<231>,IOB,IO_L7N_28,INPUT,LVCMOS25*,28,,,,NONE,,UNLOCATED,NO,NONE,
K13,dpt_data_scn<230>,IOB,IO_L7P_28,INPUT,LVCMOS25*,28,,,,NONE,,UNLOCATED,NO,NONE,
K14,dpt_data_scn<228>,IOB,IO_L6P_28,INPUT,LVCMOS25*,28,,,,NONE,,UNLOCATED,NO,NONE,
K15,dpt_data_scn<12>,IOB,IO_L4N_GC_VREF_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
K16,,,GND,,,,,,,,,,,,
K17,dpt_data_scn<115>,IOB,IO_L9N_CC_5,INPUT,LVCMOS25*,5,,,,NONE,,UNLOCATED,NO,NONE,
K18,dpt_data_scn<116>,IOB,IO_L10P_CC_5,INPUT,LVCMOS25*,5,,,,NONE,,UNLOCATED,NO,NONE,
K19,dpt_data_scn<117>,IOB,IO_L10N_CC_5,INPUT,LVCMOS25*,5,,,,NONE,,UNLOCATED,NO,NONE,
K20,dpt_data_scn<209>,IOB,IO_L16N_7,INPUT,LVCMOS25*,7,,,,NONE,,UNLOCATED,NO,NONE,
K21,,,VCCO_7,,,7,,,,,2.50,,,,
K22,dpt_data_scn<190>,IOB,IO_L7P_7,INPUT,LVCMOS25*,7,,,,NONE,,UNLOCATED,NO,NONE,
K23,dpt_data_scn<96>,IOB,IO_L0P_5,INPUT,LVCMOS25*,5,,,,NONE,,UNLOCATED,NO,NONE,
K24,dpt_data_scn<100>,IOB,IO_L2P_5,INPUT,LVCMOS25*,5,,,,NONE,,UNLOCATED,NO,NONE,
K25,dpt_data_scn<118>,IOB,IO_L11P_CC_5,INPUT,LVCMOS25*,5,,,,NONE,,UNLOCATED,NO,NONE,
K26,,,GND,,,,,,,,,,,,
K27,dpt_data_scn<7>,IOB,IO_L7P_GC_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
K28,dpt_data_scn<9>,IOB,IO_L7N_GC_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
K29,dpt_data_scn<154>,IOB,IO_L9P_CC_27,INPUT,LVCMOS25*,27,,,,NONE,,UNLOCATED,NO,NONE,
K30,dpt_data_scn<137>,IOB,IO_L0N_27,INPUT,LVCMOS25*,27,,,,NONE,,UNLOCATED,NO,NONE,
K31,,,VCCO_27,,,27,,,,,2.50,,,,
K32,dpt_data_scn<153>,IOB,IO_L8N_CC_27,INPUT,LVCMOS25*,27,,,,NONE,,UNLOCATED,NO,NONE,
K33,dpt_data_scn<29>,IOB,IO_L6N_23,INPUT,LVCMOS25*,23,,,,NONE,,UNLOCATED,NO,NONE,
K34,dpt_data_scn<28>,IOB,IO_L6P_23,INPUT,LVCMOS25*,23,,,,NONE,,UNLOCATED,NO,NONE,
K35,dpt_data_scn<44>,IOB,IO_L19N_23,INPUT,LVCMOS25*,23,,,,NONE,,UNLOCATED,NO,NONE,
K36,,,GND,,,,,,,,,,,,
K37,dpt_data_scn<47>,IOB,IO_L17P_23,INPUT,LVCMOS25*,23,,,,NONE,,UNLOCATED,NO,NONE,
K38,dpt_data_scn<38>,IOB,IO_L17N_23,INPUT,LVCMOS25*,23,,,,NONE,,UNLOCATED,NO,NONE,
K39,,,GND,,,,,,,,,,,,
K40,,,GND,,,,,,,,,,,,
K41,,OPAD,MGTTXP0_115,UNUSED,,,,,,,,,,,
K42,,,GND,,,,,,,,,,,,
L1,,IPAD,MGTRXP0_116,UNUSED,,,,,,,,,,,
L2,,OPAD,MGTTXN0_116,UNUSED,,,,,,,,,,,
L3,,,MGTAVTTRX_116,,,,,,,,,,,,
L4,,,GND,,,,,,,,,,,,
L5,,,GND,,,,,,,,,,,,
L6,dpt_data_scn<64>,IOB,IO_L4P_24,INPUT,LVCMOS25*,24,,,,NONE,,UNLOCATED,NO,NONE,
L7,dpt_data_scn<95>,IOB,IO_L19N_24,INPUT,LVCMOS25*,24,,,,NONE,,UNLOCATED,NO,NONE,
L8,,,VCCO_24,,,24,,,,,2.50,,,,
L9,dpt_data_scn<81>,IOB,IO_L12N_VRP_24,INPUT,LVCMOS25*,24,,,,NONE,,UNLOCATED,NO,NONE,
L10,dpt_data_scn<236>,IOB,IO_L10P_CC_28,INPUT,LVCMOS25*,28,,,,NONE,,UNLOCATED,NO,NONE,
L11,dpt_data_scn<237>,IOB,IO_L10N_CC_28,INPUT,LVCMOS25*,28,,,,NONE,,UNLOCATED,NO,NONE,
L12,dpt_data_scn<234>,IOB,IO_L9P_CC_28,INPUT,LVCMOS25*,28,,,,NONE,,UNLOCATED,NO,NONE,
L13,,,GND,,,,,,,,,,,,
L14,dpt_id_scn<15>,IOB,IO_L5P_A9_D25_1,INPUT,LVCMOS25*,1,,,,NONE,,UNLOCATED,NO,NONE,
L15,dpt_data_scn<10>,IOB,IO_L4P_GC_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
L16,scn_id_clt<3>,IOB,IO_L8P_GC_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
L17,scn_id_clt<2>,IOB,IO_L8N_GC_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
L18,,,VCCO_3,,,3,,,,,2.50,,,,
L19,dpt_data_scn<8>,IOB,IO_L0P_CC_GC_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
L20,dpt_data_scn<208>,IOB,IO_L16P_7,INPUT,LVCMOS25*,7,,,,NONE,,UNLOCATED,NO,NONE,
L21,dpt_data_scn<191>,IOB,IO_L7N_7,INPUT,LVCMOS25*,7,,,,NONE,,UNLOCATED,NO,NONE,
L22,dpt_data_scn<181>,IOB,IO_L2N_7,INPUT,LVCMOS25*,7,,,,NONE,,UNLOCATED,NO,NONE,
L23,,,GND,,,,,,,,,,,,
L24,dpt_data_scn<101>,IOB,IO_L2N_5,INPUT,LVCMOS25*,5,,,,NONE,,UNLOCATED,NO,NONE,
L25,dpt_data_scn<11>,IOB,IO_L3N_GC_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
L26,dpt_data_scn<1>,IOB,IO_L5P_GC_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
L27,dpt_data_scn<3>,IOB,IO_L5N_GC_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
L28,,,VCCO_3,,,3,,,,,2.50,,,,
L29,dpt_data_scn<155>,IOB,IO_L9N_CC_27,INPUT,LVCMOS25*,27,,,,NONE,,UNLOCATED,NO,NONE,
L30,dpt_data_scn<136>,IOB,IO_L0P_27,INPUT,LVCMOS25*,27,,,,NONE,,UNLOCATED,NO,NONE,
L31,dpt_data_scn<152>,IOB,IO_L8P_CC_27,INPUT,LVCMOS25*,27,,,,NONE,,UNLOCATED,NO,NONE,
L32,dpt_data_scn<159>,IOB,IO_L11N_CC_27,INPUT,LVCMOS25*,27,,,,NONE,,UNLOCATED,NO,NONE,
L33,,,GND,,,,,,,,,,,,
L34,dpt_data_scn<45>,IOB,IO_L19P_23,INPUT,LVCMOS25*,23,,,,NONE,,UNLOCATED,NO,NONE,
L35,dpt_data_scn<40>,IOB,IO_L12P_VRN_23,INPUT,LVCMOS25*,23,,,,NONE,,UNLOCATED,NO,NONE,
L36,dpt_data_scn<41>,IOB,IO_L12N_VRP_23,INPUT,LVCMOS25*,23,,,,NONE,,UNLOCATED,NO,NONE,
L37,dpt_data_scn<26>,IOB,IO_L16N_23,INPUT,LVCMOS25*,23,,,,NONE,,UNLOCATED,NO,NONE,
L38,,,GND,,,,,,,,,,,,
L39,,,GND,,,,,,,,,,,,
L40,,,MGTAVTTRX_115,,,,,,,,,,,,
L41,,OPAD,MGTTXN0_115,UNUSED,,,,,,,,,,,
L42,,IPAD,MGTRXP0_115,UNUSED,,,,,,,,,,,
M1,,IPAD,MGTRXN0_116,UNUSED,,,,,,,,,,,
M2,,,GND,,,,,,,,,,,,
M3,,IPAD,MGTREFCLKN_116,UNUSED,,,,,,,,,,,
M4,,IPAD,MGTREFCLKP_116,UNUSED,,,,,,,,,,,
M5,,,GND,,,,,,,,,,,,
M6,dpt_data_scn<84>,IOB,IO_L17N_24,INPUT,LVCMOS25*,24,,,,NONE,,UNLOCATED,NO,NONE,
M7,dpt_data_scn<90>,IOB,IO_L17P_24,INPUT,LVCMOS25*,24,,,,NONE,,UNLOCATED,NO,NONE,
M8,dpt_data_scn<86>,IOB,IO_L15P_24,INPUT,LVCMOS25*,24,,,,NONE,,UNLOCATED,NO,NONE,
M9,dpt_data_scn<85>,IOB,IO_L16N_24,INPUT,LVCMOS25*,24,,,,NONE,,UNLOCATED,NO,NONE,
M10,,,GND,,,,,,,,,,,,
M11,dpt_data_scn<244>,IOB,IO_L14P_28,INPUT,LVCMOS25*,28,,,,NONE,,UNLOCATED,NO,NONE,
M12,dpt_data_scn<235>,IOB,IO_L9N_CC_28,INPUT,LVCMOS25*,28,,,,NONE,,UNLOCATED,NO,NONE,
M13,dpt_data_scn<241>,IOB,IO_L12N_VRP_28,INPUT,LVCMOS25*,28,,,,NONE,,UNLOCATED,NO,NONE,
M14,dpt_id_scn<13>,IOB,IO_L5N_A8_D24_1,INPUT,LVCMOS25*,1,,,,NONE,,UNLOCATED,NO,NONE,
M15,,,VCCO_1,,,1,,,,,2.50,,,,
M16,dpt_id_scn<20>,IOB,IO_L7P_A5_D21_1,INPUT,LVCMOS25*,1,,,,NONE,,UNLOCATED,NO,NONE,
M17,dpt_data_scn<4>,IOB,IO_L6P_GC_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
M18,dpt_data_scn<6>,IOB,IO_L6N_GC_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
M19,dpt_data_scn<13>,IOB,IO_L0N_CC_GC_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
M20,,,GND,,,,,,,,,,,,
M21,dpt_data_scn<179>,IOB,IO_L1N_7,INPUT,LVCMOS25*,7,,,,NONE,,UNLOCATED,NO,NONE,
M22,dpt_data_scn<180>,IOB,IO_L2P_7,INPUT,LVCMOS25*,7,,,,NONE,,UNLOCATED,NO,NONE,
M23,dpt_data_scn<206>,IOB,IO_L15P_7,INPUT,LVCMOS25*,7,,,,NONE,,UNLOCATED,NO,NONE,
M24,dpt_data_scn<2>,IOB,IO_L1N_CC_GC_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
M25,,,VCCO_3,,,3,,,,,2.50,,,,
M26,dpt_data_scn<14>,IOB,IO_L3P_GC_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
M27,dpt_id_scn<0>,IOB,IO_L9N_GC_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
M28,dpt_id_scn<2>,IOB,IO_L9P_GC_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
M29,dpt_id_scn<8>,IOB,IO_L6P_A7_D23_1,INPUT,LVCMOS25*,1,,,,NONE,,UNLOCATED,NO,NONE,
M30,,,GND,,,,,,,,,,,,
M31,dpt_data_scn<162>,IOB,IO_L13P_27,INPUT,LVCMOS25*,27,,,,NONE,,UNLOCATED,NO,NONE,
M32,dpt_data_scn<163>,IOB,IO_L13N_27,INPUT,LVCMOS25*,27,,,,NONE,,UNLOCATED,NO,NONE,
M33,dpt_data_scn<158>,IOB,IO_L11P_CC_27,INPUT,LVCMOS25*,27,,,,NONE,,UNLOCATED,NO,NONE,
M34,dpt_data_scn<54>,IOB,IO_L14N_VREF_23,INPUT,LVCMOS25*,23,,,,NONE,,UNLOCATED,NO,NONE,
M35,,,VCCO_23,,,23,,,,,2.50,,,,
M36,dpt_data_scn<37>,IOB,IO_L10N_CC_23,INPUT,LVCMOS25*,23,,,,NONE,,UNLOCATED,NO,NONE,
M37,dpt_data_scn<18>,IOB,IO_L16P_23,INPUT,LVCMOS25*,23,,,,NONE,,UNLOCATED,NO,NONE,
M38,,,GND,,,,,,,,,,,,
M39,,IPAD,MGTREFCLKP_115,UNUSED,,,,,,,,,,,
M40,,IPAD,MGTREFCLKN_115,UNUSED,,,,,,,,,,,
M41,,,GND,,,,,,,,,,,,
M42,,IPAD,MGTRXN0_115,UNUSED,,,,,,,,,,,
N1,,IPAD,MGTRXN1_116,UNUSED,,,,,,,,,,,
N2,,,GND,,,,,,,,,,,,
N3,,,MGTAVCC_116,,,,,,,,,,,,
N4,,,GND,,,,,,,,,,,,
N5,,,GND,,,,,,,,,,,,
N6,dpt_bvld_scn<5>,IOB,IO_L19N_12,INPUT,LVCMOS25*,12,,,,NONE,,UNLOCATED,NO,NONE,
N7,,,GND,,,,,,,,,,,,
N8,dpt_data_scn<87>,IOB,IO_L15N_24,INPUT,LVCMOS25*,24,,,,NONE,,UNLOCATED,NO,NONE,
N9,dpt_data_scn<88>,IOB,IO_L16P_24,INPUT,LVCMOS25*,24,,,,NONE,,UNLOCATED,NO,NONE,
N10,dpt_data_scn<245>,IOB,IO_L14N_VREF_28,INPUT,LVCMOS25*,28,,,,NONE,,UNLOCATED,NO,NONE,
N11,dpt_data_scn<249>,IOB,IO_L16N_28,INPUT,LVCMOS25*,28,,,,NONE,,UNLOCATED,NO,NONE,
N12,,,VCCO_28,,,28,,,,,2.50,,,,
N13,dpt_data_scn<240>,IOB,IO_L12P_VRN_28,INPUT,LVCMOS25*,28,,,,NONE,,UNLOCATED,NO,NONE,
N14,dpt_id_scn<22>,IOB,IO_L9N_CC_A0_D16_1,INPUT,LVCMOS25*,1,,,,NONE,,UNLOCATED,NO,NONE,
N15,scn_id_clt<23>,IOB,IO_L9P_CC_A1_D17_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,UNLOCATED,NO,NONE,
N16,scn_id_clt<22>,IOB,IO_L7N_A4_D20_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,UNLOCATED,NO,NONE,
N17,,,GND,,,,,,,,,,,,
N18,scn_id_clt<11>,IOB,IO_L3P_A13_D29_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,UNLOCATED,NO,NONE,
N19,dpt_id_scn<1>,IOB,IO_L1P_A17_1,INPUT,LVCMOS25*,1,,,,NONE,,UNLOCATED,NO,NONE,
N20,,,VCCINT,,,,,,,,1.0,,,,
N21,dpt_data_scn<178>,IOB,IO_L1P_7,INPUT,LVCMOS25*,7,,,,NONE,,UNLOCATED,NO,NONE,
N22,,,VCCO_7,,,7,,,,,2.50,,,,
N23,dpt_data_scn<207>,IOB,IO_L15N_7,INPUT,LVCMOS25*,7,,,,NONE,,UNLOCATED,NO,NONE,
N24,dpt_data_scn<0>,IOB,IO_L1P_CC_GC_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
N25,dpt_id_scn<9>,IOB,IO_L2N_A14_D30_1,INPUT,LVCMOS25*,1,,,,NONE,,UNLOCATED,NO,NONE,
N26,scn_id_clt<9>,IOB,IO_L2P_A15_D31_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,UNLOCATED,NO,NONE,
N27,,,GND,,,,,,,,,,,,
N28,dpt_id_scn<11>,IOB,IO_L4P_A11_D27_1,INPUT,LVCMOS25*,1,,,,NONE,,UNLOCATED,NO,NONE,
N29,ctrl_en_scn,IOB,IO_L6N_A6_D22_1,INPUT,LVCMOS25*,1,,,,NONE,,UNLOCATED,NO,NONE,
N30,dpt_data_scn<167>,IOB,IO_L15N_27,INPUT,LVCMOS25*,27,,,,NONE,,UNLOCATED,NO,NONE,
N31,dpt_data_scn<166>,IOB,IO_L15P_27,INPUT,LVCMOS25*,27,,,,NONE,,UNLOCATED,NO,NONE,
N32,,,VCCO_27,,,27,,,,,2.50,,,,
N33,dpt_data_scn<39>,IOB,IO_L11N_CC_23,INPUT,LVCMOS25*,23,,,,NONE,,UNLOCATED,NO,NONE,
N34,dpt_data_scn<27>,IOB,IO_L14P_23,INPUT,LVCMOS25*,23,,,,NONE,,UNLOCATED,NO,NONE,
N35,dpt_data_scn<51>,IOB,IO_L7N_23,INPUT,LVCMOS25*,23,,,,NONE,,UNLOCATED,NO,NONE,
N36,dpt_data_scn<53>,IOB,IO_L10P_CC_23,INPUT,LVCMOS25*,23,,,,NONE,,UNLOCATED,NO,NONE,
N37,,,GND,,,,,,,,,,,,
N38,,,GND,,,,,,,,,,,,
N39,,,GND,,,,,,,,,,,,
N40,,,MGTAVCC_115,,,,,,,,,,,,
N41,,,GND,,,,,,,,,,,,
N42,,IPAD,MGTRXN1_115,UNUSED,,,,,,,,,,,
P1,,IPAD,MGTRXP1_116,UNUSED,,,,,,,,,,,
P2,,OPAD,MGTTXN1_116,UNUSED,,,,,,,,,,,
P3,,,MGTAVCCPLL_116,,,,,,,,,,,,
P4,,,GND,,,,,,,,,,,,
P5,dpt_bvld_scn<18>,IOB,IO_L0N_12,INPUT,LVCMOS25*,12,,,,NONE,,UNLOCATED,NO,NONE,
P6,scn_id_clt<7>,IOB,IO_L19P_12,OUTPUT,LVCMOS25*,12,12,SLOW,,,,UNLOCATED,NO,NONE,
P7,dpt_bvld_scn<1>,IOB,IO_L17N_12,INPUT,LVCMOS25*,12,,,,NONE,,UNLOCATED,NO,NONE,
P8,dpt_data_scn<79>,IOB,IO_L11N_CC_24,INPUT,LVCMOS25*,24,,,,NONE,,UNLOCATED,NO,NONE,
P9,,,VCCO_24,,,24,,,,,2.50,,,,
P10,dpt_data_scn<76>,IOB,IO_L10P_CC_24,INPUT,LVCMOS25*,24,,,,NONE,,UNLOCATED,NO,NONE,
P11,dpt_data_scn<248>,IOB,IO_L16P_28,INPUT,LVCMOS25*,28,,,,NONE,,UNLOCATED,NO,NONE,
P12,dpt_data_scn<252>,IOB,IO_L18P_28,INPUT,LVCMOS25*,28,,,,NONE,,UNLOCATED,NO,NONE,
P13,,,VCCO_0,,,0,,,,,any******,,,,
P14,,,GND,,,,,,,,,,,,
P15,,,RDWR_B_0,,,,,,,,,,,,
P16,,,GND,,,,,,,,,,,,
P17,dpt_id_scn<10>,IOB,IO_L3N_A12_D28_1,INPUT,LVCMOS25*,1,,,,NONE,,UNLOCATED,NO,NONE,
